Job_Title,Job Domain,Company,Location,Min years of exp,Language Requirement,Skills,Salary_Raw,Link,JD & Requirements,List Skills,AI_Job_Domain,AI_Min_exp,AI_Language,AI_Skills
Frontend Engineer,Software Development,Pizza Hut Digital & Technology,"11th Floor, The Mett Tower, Tran Bach Dang Street, An Khanh, Ho Chi Minh",6.0,English,"API, Automation Test, AWS, CI/CD, Frontend Basics, Microservices, NextJS, NodeJS, React Native, ReactJS, Scrum / Agile, Software Architecture, Terraform, TypeScript, Unit Test, GraphQL",You'll love it,https://itviec.com/it-jobs/senior-frontend-engineer-reactjs-acting-lead-pizza-hut-digital-technology-4511?lab_feature=preview_jd_page,"Job description
 
 About Yum! Brands & Our Digital Commerce Vision:
 
 
 
 Yum! Brands, Inc. is the world's largest restaurant company by system units, with over 56,000 restaurants in over 155 countries, home to iconic brands like KFC, Pizza Hut, Taco Bell, and The Habit Burger Grill. Our relentless pursuit of digital excellence is transforming the QSR industry.
 
 
 
 Our proprietary ""Byte by Yum! Commerce Platform"" is the sophisticated e-commerce engine driving this transformation. It encompasses all digital ordering channels – from our brand-specific mobile apps and websites to in-restaurant kiosks and emerging digital touchpoints. This platform is meticulously crafted to deliver seamless, personalized, and efficient ordering experiences for millions of customers globally.
 
 
 
  
 
 
 
 The Job Opportunity:
 
 
 
 As a Sr. Software Engineer at Byte Commerce, you’ll play a key role in building and evolving a modern, scalable e-commerce platform used by a global audience. You’ll collaborate with designers, product managers, and fellow engineers to deliver high-quality experiences while shaping the technical foundations that power our platform.
 
 
 
 In this role, you will help develop and maintain a robust design system that enables teams to ship features faster and maintain consistency across products. You’ll contribute to building a next-generation commerce platform using modern technologies such as GraphQL, NestJS, React, React Native, Contentful, and AWS.
 
 
 
 Beyond writing code, you’ll actively participate in technical discussions, propose new architectural approaches, and present ideas that improve the platform and developer experience. Your contributions will directly influence how our systems scale, evolve, and support new product initiatives.
 
 
 
 At Byte Commerce, we value ownership, collaboration, and continuous learning. You’ll have the autonomy to explore new ideas while working within a supportive engineering culture that prioritizes quality, impact, and shared success.
 
 
 
  
 
 
 
 Key Responsibilities:
 
 
 
 Design and develop high-performance and scalable applications using ReactJS and React Native, ensuring a seamless user experience on web, iOS, and Android.
 
 Ensure adequate unit test coverage and code maintainability.
 
 Write unit or end-to-end tests as appropriate to ensure your code will keep working as expected, help maintain and enforce conformance to programming guidelines.
 
 Help us support our platforms in production and troubleshoot any production issues.
 
 Optimize code and implement best practices to enhance overall application performance.
 
 Provide mentorship and guidance to junior developers, fostering a collaborative and knowledge-sharing environment.
 
 Build and maintain scalable features across our e-commerce platform.
 
 Contribute to a shared product ecosystem that improves development speed and UI consistency.
 
 Build responsive user experiences with React and React Native.
 
 Collaborate with cross-functional teams to deliver high-impact product features.
 
 Participate in code reviews, knowledge sharing, and technical discussions.
 
 Create a culture of collaboration for all team members to provide ideas and present concerns.
 
 Your skills and experience
 
 Requirements:
 
 
 
 6+ years of experience in large-scale ReactJS and React Native applications.
 
 Provide technical leadership and mentorship to QA and engineering teams across globally distributed environments.
 
 Product ownership mindset, continuous improvement, and industry awareness
 
 Ability to guide junior engineers, foster knowledge sharing, and support Agile collaboration.
 
 Proficiency in NodeJS/Typescript.
 
 Proficiency in Redux, Redux-Saga, and Expo.
 
 Experience with OAuth, JWT, Cognito, and secure microservices integration.
 
 Strong spoken and written English for international collaboration.
 
 Hands-on experience with Nx for monorepo management.
 
 Experience with E2E testing and automation test.
 
 Nice to Have:
 
 
 
 Experience with GraphQL and micro frontend architecture.
 
 Familiarity with Contentful or other headless CMS platforms.
 
 Prior experience in e-commerce or high-traffic consumer platforms.
 
 Design Systems: Expertise in Material-UI.
 
 Develop services and APIs using technologies such as GraphQL and NestJS.
 
 Experience with Datadog and real-time error tracking.
 
 Proficiency with AWS, Terraform, CI/CD (e.g., CircleCI), automated deployments, environment. configuration, and cloud infrastructure",Scrum / Agile,Software Development,6.0,English,"ReactJS, React Native, NodeJS, TypeScript, GraphQL, AWS, Unit Test, Automation Test, Microservices, CI/CD, Terraform, Monitoring, API, Scrum / Agile"
Fullstack Developer,Software Development,The One Digi Corp,"02 Tan Vien, Tan Son Hoa, Ho Chi Minh VNPT Building, 346, 2/9 Street, Hoa Cuong, Da Nang",5.0,,"Laravel, NodeJS, PHP, Python, ReactJS, Scrum / Agile, Software Architecture, System Design, Web Server / Proxy, .NET Ecosystem","1,000 - 2,000 USD",https://itviec.com/it-jobs/senior-lead-fullstack-developer-the-one-digi-corp-0539?lab_feature=preview_jd_page,"Job description
 
 Trực tiếp tham gia phát triển và maintain hệ thống Web/App (Frontend + Backend).
 
 Phân tích yêu cầu và đề xuất giải pháp kỹ thuật phù hợp.
 
 Thiết kế cấu trúc hệ thống, chia website/app thành các module chức năng rõ ràng và phân công công việc, estimate task, theo dõi tiến độ và đảm bảo deadline.
 
 Review code, đảm bảo chất lượng và tính nhất quán toàn hệ thống.
 
 Làm việc với hạ tầng và triển khai hệ thống trên Cloud, đặc biệt có kinh nghiệm với Cloudflare (DNS, CDN, caching, bảo mật).
 
 Your skills and experience
 
 Tốt nghiệp đại học bằng cấp chuyên ngành CNTT hoặc tương đương
 
 Tối thiểu 5 năm kinh nghiệm phát triển Web/App.
 
 Có kinh nghiệm ở vị trí Senior/Lead 
 
 Thành thạo ít nhất một tech stack phổ biến (PHP/Laravel, NodeJS/React, .NET, Python hoặc tương đương).
 
 Có kinh nghiệm chia module hệ thống để quản lý và phân công team hiệu quả.
 
 Có khả năng estimate task và quản lý timeline.
 
 Có kinh nghiệm cấu hình và tối ưu hệ thống trên Cloudflare.
 
 Tư duy hệ thống, trách nhiệm cao, kỹ năng leadership tốt.",Software Architecture,Software Development,5.0,None,"PHP, Laravel, NodeJS, ReactJS, .NET Ecosystem, Python, System Design, Software Architecture"
Front End Developer,Software Development,LAVEGA,"6th Floor, Phu My Hung Tower, 08 Hoang Van Thai Str, Tan Mỹ Ward, Ho Chi Minh",10.0,English,"Angular, AWS, CI/CD, Frontend Basics, GenAI / LLM, Microservices, MySQL / PostgreSQL, Software Architecture, System Design, VueJS",You'll love it,https://itviec.com/it-jobs/senior-front-end-developer-9y-exp-14th-month-salary-lavega-0336?lab_feature=preview_jd_page,"Job description
 
 About Us
 
 
 
 We are a fast-growing software outsourcing (ODC) company based in Da Nang, Vietnam, delivering high-quality web and enterprise-grade applications for international clients across the US and EU markets.
 
 We focus on long-term partnerships, strong engineering culture, clean architecture, and transparent communication. Our teams build real-world systems serving global users — not short-term outsourcing tasks.
 
 We set a high bar for engineering excellence and expect senior engineers to think architecturally, communicate clearly, and take full ownership of their work.
 
 
 
 Job Summary
 
 
 
 We are seeking 2 Front End Engineers with at least 10 years of professional software development experience to design, architect, and scale complex web systems.
 
 You will work directly with international clients, contribute to system-level decisions, and play a key role in maintaining high technical standards across projects.
 
 This position requires excellent English communication skills and proven experience using AI coding agent tools (such as GitHub Copilot, ChatGPT, Codex, Cursor, or similar) as part of a professional development workflow.
 
 
 
 Key Responsibilities
 
 
 
 Build and maintain modern frontend applications using one of Vue.js or Angular
 
 Lead or contribute to architectural decisions and technical planning
 
 Write clean, testable, maintainable, production-grade code
 
 Review code and mentor other engineers
 
 Optimize performance, scalability, and security
 
 Collaborate directly with foreign clients in English (meetings, documentation, technical discussions)
 
 Effectively leverage AI coding tools to improve productivity, refactoring, testing, and documentation
 
 Contribute to DevOps practices, CI/CD pipelines, and cloud deployments
 
 Your skills and experience
 
 Required Skills & Experience
 
 
 
 Minimum 10 years of professional software development experience
 
 Frontend experience with Vue.js, Angular
 
 Deep understanding of software architecture patterns (Clean Architecture, Microservices when appropriate)
 
 Strong experience with relational databases (PostgreSQL/MySQL)
 
 Experience with cloud platforms (AWS preferred)
 
 Hands-on experience using AI coding assistant tools in the daily development workflow
 
 Strong system design and analytical problem-solving skills
 
 Excellent English communication skills (listening, speaking, reading, writing) — able to communicate directly with US/EU clients",Vector Database,Software Development,10.0,English,"VueJS, Angular, Software Architecture, Microservices, MySQL / PostgreSQL, AWS, System Design, CI/CD"
Server Developer (C Language),Software Development,DaouKiwoom Innovation,Hồ Chí Minh,2.0,English,"C/C++, Git, Scrum / Agile",22.000.000 VND to 45.000.000 VND,https://topdev.vn/detail-jobs/server-developer-c-language-daoukiwoom-innovation-2096032?src=topdev_home&medium=superhotjobs,"Responsibilities
 
 Skill Required
 
 Education & Experience
 
 Bachelor's in Computer Science, IT, or related fields
 
 2-3+ years of experience in C programming
 
 Deep understanding of Agile development principles
 
 Technical Skills
 
 Expertise in C programming (CISAM, IPC, Shared Memory)
 
 Experience with Korean stock market systems
 
 Proficient in Git and SVN
 
 Knowledge of Redmine
 
 
 
 Soft Skills & Communication
 
 Good English communication
 
 Teamwork, problem-solving, and analytical skills",Web Server / Proxy,Software Development,2.0,English,"C/C++, Git, Scrum / Agile"
PHP Developer,Software Development,ZIGExN VeNtura,"Quận Phú Nhuận, Hồ Chí Minh",5.0,English,"AWS, CI/CD, Design, Docker, GCP, GenAI / LLM, Laravel, NextJS, PHP, ReactJS, VueJS",You'll love it,https://itviec.com/it-jobs/middle-senior-php-developer-laravel-reactjs-vuejs-zigexn-ventura-1414?lab_feature=preview_jd_page,"Job description
 
 About ZIGExN
 
 Get excited to create Life Media Platforms from Vietnam to the World!
 
 
 
 At ZIGExN VeNtura, we’re part of a larger vision driven by ZIGExN Co., Ltd., a leading life media platform company in Japan. Our parent company is renowned for offering over 40 services in various life event domains such as jobs, housing, cars, and travel. With accolades like the Japan Technology Fast 50 award (Deloitte, 2015) and recognition as a Great Place to Work in Japan, we’re now taking an exciting journey to expand our impact globally.
 
 
 
 At ZIGExN VeNtura, we specialize in software development and Internet services, creating multi-product software based on a life media platform. Our talented engineers work across 3 offices in Ho Chi Minh, Hanoi, and Da Nang, collaborating to build innovative solutions that make a difference.
 
 
 
 In 2025, we’re all-in on AI - combining intelligent automation with human creativity to build better, faster, and smarter.
 
 
 
 This marks a turning point in how we work, collaborate, and create impact at scale.
 
 
 
 Your Role
 
 As a Senior Developer at ZIGExN VeNtura, you will play a critical role throughout our
 
 development lifecycle-from designing and developing to maintaining advanced web
 
 applications. By collaborating closely with team members, you’ll ensure our technology
 
 stack remains reliable, scalable, and innovative.
 
 This role is an opportunity to not only enhance your technical expertise but also make a meaningful impact on the company’s growth and success. 
 
 
 
 Your Mission
 
 Analyze system requirements, develop, and test web applications.
 
 Ensure code quality, adhere to SOLID principles, apply design patterns, and
 
 optimize database performance.
 
 Coordinate with the Project Manager and the Bridge SE to resolve issues.
 
 Write technical documentation.
 
 Training, supporting team members to resolve technical issues.
 
 Research and develop new technology related to the project.
 
 Your skills and experience
 
 We are looking for a talented individual who thrives in a dynamic, collaborative, and fast-paced environment. The ideal candidate should have:
 
 
 
 Technical Experience:
 
 Must Have:
 
 
 
 Graduated from College/University in Information Technology/Computer. 
 
 5+years of software development experience, with a focus on web application technologies, work experience in PHP (strongly preferred with
 
 Laravel)
 
 2+ years of experience in working with JS frameworks: ReactJS/VueJS/NextJS. 
 
 Experienced with Apache or Nginx Web Server and Docker configuration.
 
 Proficient in software engineering best practices throughout the development life cycle (coding standards, code reviews, version control, build processes, testing, operations, monitoring, etc.).
 
 Strong teamwork, problem-solving, and good time management skills.
 
 Highly motivated, a ""can-do” attitude, and a product mindset.
 
 Nice to Have:
 
 
 
 Knowledge of CI/CD methodologies is preferable.
 
 Knowledge of Cloud services such as GCP, AWS is preferable.
 
 Demonstrated use of Generative AI tools (e.g. ChatGPT, Cursor, Devin) to develop new or improve workflows, enhance productivity, and drive efficiency at scale
 
 Language Skills:
 
 Basic English conversation skills required.",WebSocket,Software Development,5.0,English,"PHP, Laravel, ReactJS, VueJS, NextJS, Web Server / Proxy, Docker, Git, Monitoring, CI/CD, GCP, AWS"
Android Developer,Software Development,AI XTECH Technology Joint Stock Company,Hồ Chí Minh,1.0,,"Mobile Apps, Frontend Basics, API, Git, Software Architecture",Up to 45.000.000 VND,https://topdev.vn/detail-jobs/android-developer-cong-ty-co-phan-cong-nghe-ai-xtech-2098463,"Your role & responsibilities
 
 Android App Development: 
 
 
 
 Design, build, and maintain Android UIs using modern UI approaches (Jetpack Compose is a plus). 
 
 Develop clean, efficient, and reusable Kotlin code following MVVM architecture principles. 
 
 Ensure optimal performance, quality, and responsiveness of applications across various screen sizes and Android versions. 
 
 Identify and resolve bottlenecks and bugs; maintain code quality and organization. 
 
  
 
 
 
 Collaboration & Operations: 
 
 
 
 Work closely with backend developers to integrate RESTful APIs and resolve technical issues. 
 
 Collaborate with UX/UI designers, QA engineers, and product teams to deliver seamless user experiences. 
 
 Participate in code reviews, testing, and deployment processes. 
 
 Continuously explore and adopt new technologies to improve development efficiency. 
 
 Contribute to all phases of the development lifecycle, from design to iteration.
 
 2
 
 Your skills & qualifications
 
 Knowledge and Experience: 
 
 
 
 At least 1 year of Android development experience with Kotlin as the primary language. 
 
 Experience building Android UIs using either XML-based layouts or Jetpack Compose (Compose experience is a plus, not mandatory). 
 
 Solid understanding of MVVM architecture and related Jetpack components (ViewModel, StateFlow/ LiveData, Navigation, etc.). 
 
 Proficiency with Kotlin Coroutines and Flow for asynchronous programming. 
 
 Familiarity with RESTful API integration and tools such as Firebase or Google Analytics. 
 
 Bachelor’s degree in Computer Science, Information Systems, or a related discipline. 
 
  
 
 
 
 Skills: 
 
 
 
 Strong problem-solving and analytical skills. 
 
 Comfortable with Android Studio, Git, and modern Android development tooling. 
 
 Good communication skills and ability to work effectively in a team. 
 
 Willingness to learn and adapt to new technologies, including Jetpack Compose. 
 
 Proactive and patient in handling challenges and feedback.",,Software Development,1.0,None,"Mobile Apps, API, Git"
Salesforce Developer,Software Development,Simpson Strong-Tie Vietnam,"45 Nguyễn Văn Huyên, Ha Noi",4.0,English,"API, AWS, CI/CD, Git, JavaScript, Software Architecture, Frontend Basics, SAP",You'll love it,https://itviec.com/it-jobs/senior-salesforce-developer-simpson-strong-tie-vietnam-5512?lab_feature=preview_jd_page,"Job description
 The Senior Salesforce Developer is responsible for end-to-end customization, development, and
 
 production support of solutions on the Force.com (Salesforce) platform. The role sits at the intersection of
 
 Sales, Services, and Marketing business functions, partnering closely with business analysts and business
 
 stakeholders. The scope covers the full application lifecycle from design and coding to integration,
 
 deployment, troubleshooting, and ongoing maintenance within a complex enterprise environment that
 
 includes connected external systems such as ERP.
 
  
 
 Service provided and technical stack:
 
 Boomi Integration: Hands-on experience designing and managing Boomi processes to facilitate data exchange between Salesforce and third-party platforms.
 Salesforce Master: Experience in Sales Cloud, Service Cloud, and Community/Experience Cloud.
 Full-Stack Development: Proficient in Apex (Batch, Triggers, Schedulable), Lightning Web Components (LWC), Aura Components, and JavaScript.
 Ecosystem Tools: Experience with Conga Composer, Financial Force, and AWS (Lambda, API Gateway).
  
 
 Services Contribution:
 
 Solution Design: Design scalable solutions bridging Salesforce with enterprise ecosystem (ERP, WMS, SAP, eCommerce, customer portals)
 Boomi Integration: Design and manage Boomi processes for data exchange between Salesforce and third-party platforms 
 Apex Development: Develop Apex code (Batch, Triggers, Schedulable classes) 
 Front-End Development: Build Lightning Web Components (LWC), Aura Components, and JavaScript solutions 
 API Development: Develop and consume RESTful APIs 
 Code Review: Perform thorough code reviews for Apex, LWC, JavaScript, and Aura Components 
 Security: Ensure adherence to security standards (OAuth2) 
 Performance: Ensure code and solutions meet performance standards
 CRM Configuration: Configure and customize Sales Cloud, Service Cloud, and Community/Experience Cloud 
 Ecosystem Tools: Work with Conga Composer, Financial Force, and AWS (Lambda, API Gateway) 
 Environment Setup: Setup development environments and security configurations 
 Version Control: Manage source code via Git / GitHub / Bitbucket 
 CI/CD Deployment: Manage end-to-end deployment using CI/CD tools 
 Lifecycle Management: Oversee the full development lifecycle from setup to production
 Your skills and experience
 Education: Bachelor's degree in computer science, Information Technology, or related field.
 Certification: TOEIC 700 or Equivalent
 Experience 4+ years of extensive experience within the Salesforce ecosystem, proven experience in Salesforce application development.
 Personal qualities Integrity, responsibility, commitment, flexibility, innovation
 Skills & Abilities
 Experience maintaining Salesforce.com in a complex environment · 
 Knowledgeable of Salesforce.com architecture and API · 
 Nice to have experience with Dell Boomi platform · 
 Good English communication skill (both verbal and non-verbal) · 
 Excellent organizational and communication skills · 
 Comfortable working across multiple product areas, building relationships, and connecting different workstreams into a unified system for all 
 Nice-to-have Certifications · 
 Salesforce Advanced Administrator Certified · 
 Salesforce Platform Developer I Certified · 
 Salesforce Platform Developer II Certified
 Highly Desired: Boomi Associate or Professional Developer certifications.",,Software Development,4.0,English,"API, AWS, CI/CD, Git, JavaScript, SAP, Security, Software Architecture"
FRONT-END ENGINEER (Next.js & TailwindCSS),Software Development,PRENY AI,"9th Floor, Etown 6 Building, 364 Cong Hoa Street, Tan Binh Ward, Ho Chi Minh City, Tan Binh, Ho Chi Minh",2.0,,"NextJS, ReactJS, TypeScript, JavaScript, Frontend Basics, API, GraphQL, WebSocket, Git, CI/CD, Docker, AWS, Scrum / Agile, Security",20.000.000 VND to 30.000.000 VND,https://topdev.vn/detail-jobs/middle-front-end-engineer-next-js-tailwindcss-cong-ty-co-phan-preny-ai-2096379?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
 
 Develop and maintain Next.js applications (SSR / SSG / ISR) using TailwindCSS and TypeScript.
 
 Build responsive and reusable UI components aligned with our design system.
 
 Integrate RESTful APIs, GraphQL, and WebSockets for real-time CRM and chatbot dashboards.
 
 Optimize web performance and ensure good Lighthouse scores (performance, accessibility, SEO).
 
 Implement authentication flows, role-based routing, and session handling.
 
 Fix bugs, refactor legacy code, and improve code maintainability.
 
 Collaborate with Backend and DevOps teams for deployment and CI/CD processes.
 
 Participate in sprint planning, daily standups, and code reviews in Agile/Scrum environment.
 
 Write clean, scalable, and well-documented code following team standards.
 
 2
 
 Your skills & qualifications
 
 REQUIRED QUALIFICATIONS:
 
 
 
 2–3 years of experience in frontend development (SaaS or web applications preferred).
 
 Strong experience with React, Next.js, TailwindCSS, and TypeScript.
 
 Good understanding of SSR, CSR, and basic SEO concepts.
 
 Experience integrating REST APIs and handling asynchronous data flows.
 
 Familiarity with real-time features (WebSocket or similar).
 
 Basic understanding of performance optimization and caching strategies.
 
 Experience working with Git and collaborative tools (GitLab, Jira, Confluence).
 
 Good problem-solving skills and ability to work independently on assigned tasks.
 
 Must have a personal laptop.
 
  
 
 
 
 REQUIRED QUALIFICATIONS:
 
 
 
 Experience with CI/CD pipelines (GitLab CI/CD, Vercel, Docker).
 
 Familiarity with AWS (S3, CloudFront, EC2) is a plus.
 
 Knowledge of frontend security best practices (CORS, XSS).
 
 Experience with component libraries (ShadCN UI or similar).
 
 Experience working in Agile/Scrum teams.
 
  
 
 
 
 WHAT YOU’LL BUILD:
 
 
 
 AI chatbot and CRM dashboards with real-time updates.
 
 SEO-optimized landing pages using Next.js SSR & SSG.
 
 Reusable component libraries and scalable UI systems.
 
 Frontend modules integrated with AI-powered backend services.",,Software Development,2.0,None,"NextJS, TypeScript, API, GraphQL, WebSocket, Git, CI/CD, Docker, AWS, Scrum / Agile"
"Software Engineer (C++, Embedded)",Software Development,FUJIFILM Business Innovation Việt Nam,"167 Tran Nao, An Khanh, Ho Chi Minh",3.0,English,"Embedded / IoT, C/C++, API, Linux, System Design",You'll love it,https://itviec.com/it-jobs/software-engineer-c-embedded-fujifilm-business-innovation-viet-nam-1621?lab_feature=preview_jd_page,"Job description
 
 Software development for MFPs and related optional devices requires extensive expertise and advanced technical skills. Our projects are large-scale, and by enhancing your skills, you can experience significant achievements upon project completion. 
 
 
 
 Objective: Development of embedded software for MFPs and related optional devices. 
 
 As a software engineer, you develop MFPs and related optional devices. 
 
 Job Description: 
 
 
 
 Responsible for developing dedicated software to control MFPs and related optional devices.
 
 Perform debugging and evaluation using hardware devices and simulators. 
 
 You support technical collaboration between our company and business partners. Your role involves providing business partners with specifications and specific instructions regarding design and implementation to ensure product quality and enhance development efficiency. 
 
 Your skills and experience
 
 Work Experience: 
 
 
 
 Experience in software development using C++. Or experience embedded software development. (As a guideline, at least three years of development experience including technical documentation creation, requirements definition, troubleshooting, and device testing experience. 
 
 Preferred Qualifications 
 
 
 
 Experience using the Windows API 
 
 Experience in developing embedded operating systems such as real-time OS 
 
 Design experience in multitasking environments (systems where multiple tasks (threads) operate concurrently) 
 
 Development experience in Windows and Linux environments 
 
 Experience collaborating with Japanese IT companies 
 
 Language Proficiency: 
 
 
 
 Ability to communicate in English (reading, writing, speaking). 
 
 Ability to actively communicate and cooperate with colleagues and supervisors. 
 
 Willingness to work for a long period (10 years or more) as a founding member of the company. 
 
 
 
 Education/Academic Qualifications 
 
 
 
 Bachelor's degree in a Computer Science-related field, or equivalent experience 
 
 Relevant technical certifications",,Software Development,3.0,English,"C/C++, Embedded / IoT, Linux, API, Business Analysis"
BACK-END ENGINEER (AI Chatbot & CRM Platform),Software Development,PRENY AI,Hồ Chí Minh,2.0,,"NodeJS, TypeScript, API, NoSQL, Redis, System Design, Git, Docker, CI/CD, GenAI / LLM, Vector Database, AWS, GCP, Security, Scrum / Agile",20.000.000 VND to 35.000.000 VND,https://topdev.vn/detail-jobs/middle-back-end-engineer-ai-chatbot-crm-platform-cong-ty-co-phan-preny-ai-2096381?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
 
 Design and develop scalable RESTful APIs using NestJS for Chatbot, CRM, Automation, Billing, and Analytics modules.
 
 Architect and optimize MongoDB schemas for high-volume conversation and customer data.
 
 Build and maintain integrations with social platform APIs (Facebook Graph API, Zalo OA, TikTok, Instagram).
 
 Develop and optimize message processing pipelines (webhooks, queues, retry logic, rate limiting).
 
 Integrate AI/LLM services (OpenAI, Claude, Gemini) and manage conversation context handling.
 
 Implement caching strategies using Redis to improve performance and reduce latency.
 
 Work with RabbitMQ / queue systems to ensure reliable asynchronous processing.
 
 Monitor and optimize system performance (query indexing, load handling, memory usage).
 
 Participate in code reviews, architectural discussions, and technical improvements.
 
 Collaborate closely with Frontend, Mobile, AI, and Product teams in Agile/Scrum processes.
 
 2
 
 Your skills & qualifications
 
 REQUIRED QUALIFICATIONS:
 
 
 
 2–4 years of backend development experience.
 
 Strong proficiency in TypeScript and NestJS / Node.js.
 
 Hands-on experience with MongoDB, schema design, indexing, and performance optimization.
 
 Solid understanding of system design fundamentals (scalability, concurrency, caching, queue processing).
 
 Experience integrating third-party APIs and handling webhooks.
 
 Understanding of authentication, authorization (JWT, RBAC), and API security best practices.
 
 Familiar with Git, Docker, CI/CD workflows.
 
 Strong debugging skills and ability to work independently.
 
 Must have a personal laptop.
 
  
 
 
 
 NICE TO HAVE:
 
 
 
 Experience with Redis, RabbitMQ, or event-driven architecture.
 
 Experience working with AI chatbot systems or LLM APIs.
 
 Knowledge of vector databases (Qdrant or similar).
 
 Experience deploying to cloud environments (AWS, GCP, Vultr).
 
 Exposure to PM2 clustering and production monitoring tools.
 
  
 
 
 
 WHAT YOU’LL WORK ON:
 
 
 
 AI-powered multi-channel chatbot architecture.
 
 Real-time conversation processing systems.
 
 Credit-based billing engine and campaign automation.
 
 High-performance CRM data layer for millions of customer records.
 
 AI integration pipeline with LLM and vector search systems.
 
  
 
 
 
 CAREER PATH:
 
 
 
 Senior Backend Engineer (12–24 months based on performance)
 
 Technical Specialist (AI / System Architecture)
 
 Back-end Team Lead",,Software Development,2.0,None,"API, TypeScript, NodeJS, NoSQL, System Design, Git, Docker, CI/CD, Redis, GenAI / LLM, Vector Database, AWS, GCP, Monitoring, Scrum / Agile"
Quality Assurance Engineer,Testing & Quality,MTI TECHNOLOGY,"20th Floor, The Hallmark Building, 15 Tran Bach Dang st, Thu Thiem Ward, Ho Chi Minh",3.0,English,"Manual Test, API, Monitoring, Scrum / Agile, API Testing",You'll love it,https://itviec.com/it-jobs/quality-assurance-engineer-mti-technology-0416?lab_feature=preview_jd_page,"Job description
 
 Requirements
 
 About the Role: MTI Technology is seeking a Quality Assurance Engineer to join our Agile Team. You will work with other Agile teams to enhance our quality processes. Your primary objective will be to ensure the quality of the product and provide consultancy on QA processes and knowledge for others. 
 
  
 
 Your core responsibilities will include: 
 
 
 
 Analyze and clarify project issues and effectively communicate with planners and product owners. 
 
 Develop and implement checklists, test cases, test procedures, test reports, defect logs, and bug analysis reports. 
 
 Manage and execute tests according to the plan, including providing test results and comprehensive test reports. 
 
 Preparing test data as required 
 
 Attending and contributing to Scrum events (Daily Stand up, Sprint Planning, Review, Retrospective) 
 
 As a Scrum team member, contributing to shape our products by providing input on user stories and designs and by giving feedback on usability 
 
 Collaborate with other teams on the QA process as needed. 
 
 Provide consultancy on QA processes and share knowledge with the team. 
 
 Your skills and experience
 
 Who Are We Looking For: 
 
  
 
 
 
 Good English communication skills with experience working in a matrix organization 
 
 5+ years of experience, solid understanding of various testing types and techniques are needed (e.g., API testing, performance testing, web application testing). (3+ for middle)
 
 Understand and have experience working with Agile methodology and project/test management tools (Jira, Confluence, TestRail) 
 
 Comfortable working with Desktop and Mobile browsers, including using browser inspector tools. 
 
 Positive and progressive mindset. Logical thinking and strong business analysis skills. 
 
 Open-mindedness and flexibility in tailoring project processes. 
 
 Self-starter – willing to contribute wherever needed 
 
 Experienced in automated testing using Playwright 
 
 Why you'll love working here
 
 OUR PERKS!
 
 
 
 05 working days/week (From Monday to Friday), applying flexible working hours
 
 2 days of remote WFH per week (based on team's decision)
 
 Lunch + Gasoline + Coffee Allowance 
 
 Health, Social and Unemployment Insurance (based on gross-based salary, according to the Labor Code) and PVI Health Insurance
 
 13th-month salary and Performance bonus
 
 Annual salary review
 
 12 days annual leave plus extra 02 days of company leave
 
 Company trips, sponsored team building, monthly Happy Hour, Sport Clubs (Soccer, Badminton, Pingpong, Yoga) and other joyful events;
 
 A culture of relentless learning with free courses in specialized skills, soft skills, and English;
 
 Yearly health-checkup;
 
 Seniority benefits: allowance & PVI Health Insurance for family members
 
 Technical-certificate bonus
 
 Japanese-certificate bonus
 
 Employee Referral Incentive",API Testing,Testing & Quality,3.0,English,"API Testing, Automation Test, Manual Test, Scrum / Agile, Business Analysis"
