Job_Title,Job Domain,Company,Location,Min years of exp,Language Requirement,Skills,Salary_Raw,Link,JD & Requirements
Flutter intern,Software Development,Hamsa Corporation,"Quận Hà Đông, Hà Nội",0.0,,"Flutter, API, Git, ReactJS",Negotiable,https://topdev.vn/detail-jobs/flutter-intern-hamsa-corporation-2099913?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Develop web and mobile features using Flutter, based on Figma designs and specifications
Integrate with REST APIs and backend services
Fix bugs, optimize performance, and maintain clean, readable code
Collaborate closely with product, design, and engineering teammates
Continuously learn and improve through hands-on, production-level work
2
Your skills & qualifications
Basic experience with Flutter & Dart (or ~6 months of hands-on practice)
Understanding of Flutter app lifecycle and structure
Familiarity with state management (GetX, Bloc, or Provider)
Ability to implement UI from Figma designs
Comfortable using Git (GitHub/GitLab)
Strong logical thinking and problem-solving skills
Experience with Flutter Web or ReactJS is a plus
Ability to leverage AI tools to improve development productivity is a strong advantage"
French Speaking Technical Consultant,Others,CAPGEMINI,"Quận Phú Nhuận, Hồ Chí Minh",0.0,French,,Negotiable,https://topdev.vn/detail-jobs/french-speaking-technical-consultant-cong-ty-tnhh-capgemini-viet-nam-2096182?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Collaborate with project teams and French-speaking stakeholders to understand business requirements and translate them into solutions.
Support the implementation, configuration, or coordination of technology solutions (training provided).
Assist with documentation, reporting, and quality checks.
Participate in problem-solving and issue tracking alongside senior team members.
Proactively learn and develop skills in new tools or platforms based on project needs.
Work in a dynamic, multicultural environment using structured methodologies.
REQUIREMENTS
Bachelor’s degree in any field (IT-related degree is not required).
Strong communication and interpersonal skills.
Fluency in French (mandatory).
Eagerness to learn new technologies and grow in a technical career path.
Good analytical thinking and willingness to work in a structured, team-oriented environment.
Nice to Have (Not Mandatory): Interest in technology, digital solutions, or consulting.
Nice to Have (Not Mandatory): Basic familiarity with project coordination or tools (Excel, documentation, etcCuriosity and adaptability in a fast-paced environment."
Front-end Developer (Rotating Shift),Software Development,Laidon Group,"Quận Tân Bình, Hồ Chí Minh",,English,"SAP, ReactJS, Angular, VueJS, Git, API, Frontend Basics",Negotiable,https://topdev.vn/detail-jobs/front-end-developer-rotating-shift-laidon-group-2096310,"RESPONSIBILITIES
Architect & Develop: Lead the hands-on development of high-quality, scalable, and maintainable user interfaces, primarily using SAP UI5.
Technical Leadership: Drive front-end technical architecture, establish and champion best practices, and maintain high coding standards through code reviews and mentorship.
Global Client Support: Provide direct technical support and communicate effectively with global clients in English, participating in a rotating shift schedule (including US-timezone night shifts) to ensure uninterrupted service.
Collaboration: Work closely with Product Managers, Business Analysts, and the Backend Team to translate product requirements and design mockups into fully-functioning features.
Mentorship: Guide and mentor other developers, fostering a culture of technical excellence and continuous learning within the team.
Problem Solving: Thrive in a dynamic environment, making quick and well-informed decisions to navigate tight schedules and technical challenges.
End-to-End Ownership: Take ownership of the entire front-end development lifecycle, from initial concept and design collaboration to deployment and performance optimization.
REQUIREMENTS
Shift Flexibility: Willingness and flexibility to work rotating shifts, including night shifts.
Language & Communication: Fluency in English (written and verbal) is required to effectively support and collaborate directly with international clients.
Primary Skill: Extensive, hands-on experience as a Senior Developer using SAP UI5. This must include building complex custom applications, extending standard Fiori apps, and a deep understanding of Fiori design principles to create responsive and accessible enterprise-grade layouts.
Alternative Path: We strongly encourage applications from senior developers with deep expertise in modern frameworks (React, Angular, or Vue.js) who possess a strong passion and proven ability to quickly master new technologies like SAP UI5.
Web Fundamentals: Proficiency in browser-based debugging and the use of tools for application performance testing and optimization.
Development Ecosystem: Mastery of Git, familiarity with project management tools like Jira, and experience working with RESTful APIs.
Design Collaboration: Experience translating designs from tools like Figma, PSD, etc., into pixel-perfect code.
Personal Attributes: A fast learner who is detail-oriented and highly organized. Proven ability to manage multiple priorities and deadlines in a fast-paced environment. A genuine passion for technology and for creating best-in-class user experiences."
Full stack Developer,Software Development,HEALTH SOFT COMPANY LIMITED,Hồ Chí Minh,3.0,English,"Java, Spring Boot, MySQL / PostgreSQL, ReactJS, API, System Design, Security, AWS",Negotiable,https://topdev.vn/detail-jobs/full-stack-developer-healthcare-saas-health-soft-company-limited-2102217?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Design, develop, and maintain end-to-end features across frontend and backend systems 
Build responsive, high-quality user interfaces using React 
Develop and maintain backend services using Java (Spring Boot) 
Design and integrate RESTful APIs, ensuring scalability, performance, and reliability 
Work with PostgreSQL to design efficient data models and optimize queries 
Collaborate with FE, BA, Designer, and QA team to translate requirements into technical solutions 
Implement state management and API communication strategies, including caching mechanisms 
Apply established best practices in system design, security, and performance. 
Participate in code reviews and contribute to improving engineering standards 
Troubleshoot and resolve issues across the full stack
2
Your skills & qualifications
Required Skills 

Strong experience with: 
Java (version 17+, preferably Java 21/25) 
Spring Boot 
PostgreSQL 
React 
Solid understanding of: 
RESTful API design and integration  
System architecture and data flow across frontend and backend  
Web security principles (authentication, authorization, XSS, CSRF, etc.)  
Performance optimization across both frontend and backend  
Strong problem-solving skills and ability to work across multiple layers of the system 
Can communicate in English 
 

Nice to Have 

Cloud & Infrastructure:  
Experience with AWS (cloud services, deployment, and scaling)  
Frontend Ecosystem 
Experience with Vite (modern build tools)  
Experience with Lexical (rich text editor frameworks)  
Experience with React Table or similar data grid libraries  
Healthcare / Imaging Domain 
Familiarity with DICOM standard  
Experience with dcm4che (DICOM toolkit)  
 

Preferred Candidate Profile 

A minimum of 3 years of full-stack development experience, primarily working with Java and React. 
Strong ownership mindset with the ability to deliver features end-to-end 
Comfortable working across both frontend and backend 
Product-oriented thinking with attention to user experience and system reliability 
Ability to work in a fast-paced, collaborative environment"
Full-stack JavaScript Engineer,Software Development,ITC Group,"Quận Tân Phú, Hồ Chí Minh",2.0,English,"Angular, API, CI/CD, Git, GraphQL, JavaScript, NodeJS, ReactJS, Scrum / Agile, Security, TypeScript, Unit Test, WebSocket",Negotiable,https://topdev.vn/detail-jobs/full-stack-javascript-engineer-itc-group-2097663?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Design and develop reusable front-end components using either React or Angular stacks. 
Build and optimize landing pages integrated with headless CMS (e.g., Contentful, Strapi). 
Create and maintain Node.js back-end services using Express.js or NestJS. 
Implement real-time WebSocket-based applications. 
Write and maintain unit tests to ensure code quality. 
Work on performance optimization for both client-side and server-side. 
Ensure compliance with web application security standards. 
Collaborate with designers and product managers to ensure high-quality user experiences. 
Participate in code reviews, technical discussions, and sprint ceremonies. 
2
Your skills & qualifications
Required Skills & Qualifications: 

Education: A Bachelor's Degree in Computer Science, Information Technology, or a related field. 
Experience: minimum 2 years of experience in full-stack web development. 
Technical Proficiency: Strong knowledge of TypeScript and JavaScript ES6+. 
Front-end experience with one or more of the following: 
React stack: React, Next.js, Redux/MobX, TanStack Query, Jest, React Testing Library. 
Angular stack: Angular, NgRx/Akita/Elf, RxJS, Signals, Jest or Jasmine. 
Back-end experience with Node.js frameworks: Express.js or NestJS. 
Experience with GraphQL, REST APIs, and WebSockets. 
Experience with Agile and Waterfall development methodologies. 
Familiar with Firebase Authentication, Firestore or Realtime Database. 
Experience building Progressive Web Applications (PWA). 
Solid understanding of web application security principles (e.g, CORS, CSRF, SQL injection). 
Awareness of UX best practices in modern web development. 
Familiarity with Git version control and CI/CD pipelines. 
Adherence to high-quality coding standards and software best practices. 
Professional Competencies: 
Strong problem-solving and analytical skills. 
Good communication and interpersonal skills, with the ability to read and write technical English documents. 
A collaborative team player who can also work independently and manage their time effectively. 
 

Preferred Qualifications: 

Experience with headless CMS like Contentful or Strapi. 
Strong grasp of CSS transitions, animations, and custom styling techniques. 
Knowledge of DevOps practices or cloud-based deployments is a plus. 
Contribution to open-source projects or active technical blog is a bonus. "
FULLSTACK DEVELOPER,Software Development,South Telecom,"Quận 3, Hồ Chí Minh",2.0,,"PHP, Laravel, API, Redis, VueJS, JavaScript, NoSQL",Negotiable,https://topdev.vn/detail-jobs/fullstack-developer-south-telecom-2096414,"Your role & responsibilities
Phát triển và maintain hệ thống web sử dụng PHP (Backend) và Vue.js (Frontend)
Xây dựng API, tích hợp hệ thống (RESTful API, Webhook, Third-party như Facebook, WhatsApp…)
Phát triển giao diện sử dụng Bootstrap hoặc framework CSS tương đương
Tối ưu hiệu năng hệ thống (database, caching, query…)
Debug, fix bug và cải thiện trải nghiệm người dùng
Làm việc với team product/QA để triển khai tính năng mới
Viết tài liệu kỹ thuật khi cần
2
Your skills & qualifications
Backend

Thành thạo PHP 7/8
Có kinh nghiệm với framework (Slim / Laravel / CodeIgniter…)
Hiểu về RESTful API, MVC architecture
Làm việc tốt với MongoDB / Redis
 

Frontend

Thành thạo Vue.js (Vue 2 hoặc Vue 3)
Sử dụng tốt HTML, CSS, JavaScript
Có kinh nghiệm với Bootstrap / Kendo UI
Hiểu về component-based architecture"
iOS Developer,Software Development,RBX,"Quận Nam Từ Liêm, Hà Nội",,,"API, GraphQL, Git, Unit Test, Mobile Apps",Up to 20.000.000 VND,https://topdev.vn/detail-jobs/ios-developer-cong-ty-tnhh-cong-nghe-rbx-2096165?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Phát triển và duy trì ứng dụng iOS sử dụng Swift/ Swift UI.
Phối hợp với đội UX/UI Designer để xây dựng giao diện theo đúng thiết kế.
Tối ưu hoá hiệu suất và đảm bảo sản phẩm tương thích với các phiên bản iOS khác nhau.
Tích hợp API (REST/JSON) và các SDK bên thứ ba (Firebase, Maps, …).
Cập nhật công nghệ, công cụ mới trong phát triển mobile.
Viết Unit test cơ bản, test luồng chính của app, viết comment, tài liệu kỹ thuật cơ bản.
REQUIREMENTS
Tốt nghiệp đại học chuyên ngành CNTT, Khoa học máy tính hoặc các ngành liên quan.
Thành thạo Swift/ Swift UI, Sqlite, Core Data.
Có hiểu biết về các nguyên tắc thiết kế UX/UI trên iOS; nắm rõ vòng đời app, quản lý bộ nhớ, kiến trúc MVC/MVVM.
Có kinh nghiệm làm việc với RESTful APIs, GraphQL hoặc sử dụng thư viện của Firebase/ Supabase để tích hợp dữ liệu từ Backend.
Sử dụng thành thạo Git và các công cụ phát triển có liên quan khác.
Khả năng tư duy logic và giải quyết vấn đề tốt.
Đam mê học hỏi và khả năng tự nghiên cứu công nghệ mới.
Điểm cộng: Có sản phẩm đã được public trên App Store."
IT - Chuyên Viên Quản Trị Cơ Sở Dữ Liệu,Infrastructure,ACB,"Quận 3, Hồ Chí Minh - Quận 3, Hồ Chí Minh",3.0,English,"SQL, Linux, Monitoring",Negotiable,https://topdev.vn/detail-jobs/it-chuyen-vien-quan-tri-co-so-du-lieu-ngan-hang-a-chau-acb-2096804?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Xây dựng và định hướng kiến trúc hệ thống đảm bảo đáp ứng yêu cầu phát triển của NH.
Nghiên cứu đánh giá và tối ưu các hệ thống CSDL, cải tiến hoạt động quản trị và vận hành.
Nghiên cứu và áp dụng công nghệ mới nhằm triển khai xây dựng đảm bảo hệ thống CSDL có các khả năng mới, đáp ứng nhu cầu, tăng tính sẵn sàng của hệ thống.
Thực hiện, hướng dẫn công việc giám sát CSDL giao dịch hàng ngày
Xây dựng kế hoạch, hướng dẫn và thực hiện công việc sao lưu và phục hồi các CSDL giao dịch nhằm bảo đảm dữ liệu luôn được dự phòng.
Xây dựng kế hoạch và thực hiện việc sửa lỗi, giải quyết sự cố khi xảy ra đối với cơ sở dữ liệu giao dịch.
Thực hiện công việc quản trị CSDL Giao Dịch: quản trị an ninh, hoạt động, thực hiện tích hợp và tối ưu
Thực hiện kiểm tra và bảo trì hệ thống CSDL Giao dịch: đề xuất và thực hiện các bản vá lỗi, nâng cấp cơ sở dữ liệu, báo cáo về mặt cơ sở dữ liệu cho các cấp quản lý.
Lập kế hoạch và thực hiện các thay đổi hệ thống cơ sở dữ liệu theo yêu cầu phát triển và dự án.
Cải tiến và tối ưu các CSDL Giao Dịch, cải tiến hoạt động quản trị và vận hành.
Nghiên cứu và áp dụng công nghệ mới nhằm triển khai xây dựng đảm bảo hệ thống CSDL Giao Dịch có các khả năng đáp ứng với sự phát triển của Ngân hàng
2
Your skills & qualifications
Tốt nghiệp Đại học chuyên ngành Công nghệ Thông tin
Có 3 năm kinh nghiệm chuyên sâu về hệ thống.
Có 3 năm kinh nghiệm chuyên sâu về cơ sở dữ liệu
Có bằng cấp về quản trị hệ thống Unix, Oracle.
Có kiến thức chuyên sâu về hệ thống và cơ sở dữ liệu.
Có kiến thức về nghiệp vụ ngân hàng
Có khả năng đọc, hiểu chính xác tài liệu kỹ thuật tiếng Anh.
Có khả năng làm việc với nhóm tốt.
Kỹ năng tổ chức công việc
Có tinh thần trách nhiệm.
Năng động, nhiệt tình, không ngại khó.
Trung thực, cẩn thận, chính xác.
Chịu khó học tập trao dồi chuyên môn"
IT Solution Sales,Management & Analysis,CyberLogitec Vietnam,"Quận Tân Bình, Hồ Chí Minh - Hà Nội",5.0,English,SAP,Negotiable,https://topdev.vn/detail-jobs/it-solution-sales-senior-cyberlogitec-vietnam-co-ltd-2096130?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Sales Strategy & Execution: Develop and implement effective sales strategies to achieve annual and quarterly sales targets for the company’s core IT solutions.
Inbound & Outbound Sales: Expertly manage the entire sales cycle from handling inbound leads (consultation, proposal, closing) to actively hunting for new business opportunities via cold calling, networking, and direct outreach.
Core Solution Sales: Conduct specialized sales activities for main product lines: MES (Manufacturing Execution System), WMS (Warehouse Management System), Overseas ODC (Offshore Development Center) services, and SAP Solutions.
Account & Partner Management: Maintain strong relationships with existing clients to ensure satisfaction and identify upselling opportunities; develop a robust local partner network.
Proposal & Presentation: Create tailored technical proposals, estimate quotations, and deliver compelling pre-sales presentations to convince stakeholders and C-level executives.
Market Insight: Analyze Vietnam’s IT infrastructure and software market trends to adapt sales tactics and identify emerging opportunities.
2
Your skills & qualifications
Experience: Minimum 5 years of professional experience in IT Sales with a proven track record of successfully closing mid-to-large scale software or infrastructure projects.
Sales Prowess: Must possess strong capabilities in both inbound and outbound sales; highly skilled in the entire business development process from prospecting to contract negotiation.
Technical Understanding: Highly passionate about IT with a solid foundation in basic IT infrastructure and software technologies; must be able to translate technical concepts into business value for clients.
Specialized Knowledge: Proficiency or professional knowledge in enterprise solutions such as MES, WMS, or ERP (SAP) is highly preferred.
Language Skills: Highly proficient in English or Vietnamese (both verbal and written) for global collaboration and local client management.
 

PREFERRED QUALIFICATIONS

Excellent skill in professional proposal writing, reporting, and presentation tools (MS Office, Google Workspace).
Background as an IT Engineer/Developer seeking to transition into Technical Sales.
Established strong network within Vietnamese manufacturing, logistics, or retail sectors.
Familiarity with latest tech trends (e.g., AI, GPU Servers, Cloud Computing)."
Java Backend Developer,Software Development,CAPGEMINI,"Quận Phú Nhuận, Hồ Chí Minh",6.0,English,"Java, Spring Boot, API, Microservices, SQL, MySQL / PostgreSQL, Git, AWS, GCP, Kubernetes, CI/CD, Unit Test, Security, Scrum / Agile, NodeJS, .NET Ecosystem",Negotiable,https://topdev.vn/detail-jobs/java-backend-developer-senior-leader-cong-ty-tnhh-capgemini-viet-nam-2095836?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Translate application User Stories into functional applications
Design, build, and maintain efficient, reusable, reliable, testable and secure Java code
Design and build API following microservices principles
Ensure the best possible performance, quality, and responsiveness of the applications
Identify bottlenecks and bugs, and find solutions to fix issues
Help team to maintain code quality, organization, and automatization
REQUIREMENTS
Language: Java, SQL
Frameworks: SpringMVC, SpringBoot, Hibernate, Junit, Mockito
API specification: Spectral, Swagger
Java API Security: Authentication, Authorization, common security standards
Database: SQL server, MariaDB, MySQL, PostgreSQL
Tools: Gradle, Maven, GIT, JIRA/Confluence
At least basic knowledge of AWS Cloud and deployment
Basic of advanced knowledge of an alternate cloud provider (AWS, GCP…)
Kubernetes on one cloud provider
CI/CD tools (Harness, Jenkins)
BS/MS degree in Computer Science, Engineering or a related subject
Good English communication is a must
Minimum 6+ years of relevant experience primarily in Java backend development
Proficient in Java, with a good knowledge of its ecosystems
Proficient in writing efficient, reusable, reliable, testable and secure Java code
Excellent in popular Java frameworks: Spring MVC, Spring Boot, Hibernate
Familiarity with concepts of MVC, JDBC, and RESTful, micro service
Familiarity with security aspects of backend API: authentication, authorization, OAuth, OpenID, JWT, SAML, SSO
Object Oriented analysis and design using common design patterns
Familiarity with common integration patterns: REST, Messaging, Streaming, SOAP
Knowledge of concurrency patterns in Java
Excellent knowledge of Relational Databases, SQL and ORM technologies (JPA2, Hibernate)
Proficient understanding of code versioning tools, such as Git
Familiarity with build tools such as Gradle, Maven, Ant
Familiarity with continuous integration and basic cloud services on one cloud provider is a plus
Familiarity with other languages for backend is a plus: NodeJS, dotNET, Kotlin
Knowledge of the business domains is a plus: Insurance (Life/Non-life), Banking
Experience working in an agile team, practicing Scrum, Kanban
Good communication skills, interpersonal and teamworking skills
Pro-active and flexible working approach
Team-player with experience working with international and multi-functional teams
Self-development skills to keep up to date with fast-changing trends"
JavaScript Web Developer,Software Development,DTS Software Viet Nam,Hà Nội,2.0,Japanese,JavaScript,Negotiable,https://topdev.vn/detail-jobs/javascript-web-developer-tieng-nhat-dts-software-viet-nam-2100229?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Phát triển các ứng dụng Web cho khách hàng Nhật Bản thuộc nhiều lĩnh vực ngành nghề khác nhau như nhân sự. tài chính, ngân hàng, logistic, bảo hiểm, quản lý vận hành,…
Có nhiều dòng dự án như: nền tảng web thông thường, dòng dự án low-code.
Tùy chỉnh và phát triển mới các module trong ứng dụng
Hợp tác hỗ trợ điều tra giải pháp đối với các vấn đề của người dùng gặp phải
Cơ hội được làm việc trong môi trường chuyên nghiệp, tuân thủ quy trình phát triển phần mềm chuẩn PMS của DTS Japan;
Cơ hội được làm việc với các Leaders, Project Manager xuất sắc với hàng chục năm kinh nghiệm tại các công ty phần mềm lớn nhất ở Nhật Bản và Việt Nam;
2
Your skills & qualifications
Có từ 2 năm kinh nghiệm trở lên lập trình Javascript.
Ưu tiên ứng viên làm đa dạng các frameworks và các dòng dự án low-code
Có khả năng tự học tốt, tư duy tốt, chịu được áp lực công việc cao"
Kỹ Sư Bảo Mật Thông Tin,Infrastructure,NHSV,"Quận Ba Đình, Hà Nội",2.0,,"Security, Firewall / VPN, Networking",Negotiable,https://topdev.vn/detail-jobs/ky-su-bao-mat-thong-tin-cong-ty-tnhh-chung-khoan-nh-viet-nam-nhsv-2096323?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Chứng nhận & Tuân thủ An ninh Thông tin: 

Hỗ trợ quá trình chứng nhận An toàn Hệ thống Thông tin cấp độ 3
Chuẩn bị và duy trì hồ sơ, tài liệu phục vụ kiểm toán bảo mật và thanh tra từ cơ quan quản lý
Phối hợp với cơ quan quản lý, đơn vị kiểm toán và các bộ phận nội bộ trong quá trình chứng nhận và kiểm toán
Đảm bảo các hệ thống CNTT tuân thủ quy định pháp luật về an ninh mạng tại Việt Nam.
 

Vận hành An ninh (Security Operations):

Giám sát và quản lý các sự cố an ninh và lỗ hổng bảo mật
Triển khai và duy trì các giải pháp bảo vệ thiết bị đầu cuối và chống mã độc
Thực hiện đánh giá lỗ hổng và các hoạt động khắc phục
Hỗ trợ ứng phó và điều tra sự cố an ninh thông tin.
 

Hạ tầng An ninh (Security Infrastructure):

Hỗ trợ triển khai và vận hành các công nghệ bảo mật, bao gồm:
Firewall, WAF, SIEM, PAM, VPN, Endpoint Detection & Response
Đảm bảo cấu hình bảo mật an toàn cho máy chủ, hệ thống mạng và các hệ thống CNTT
 

Quản trị An ninh (Security Governance):

Xây dựng và duy trì các chính sách, quy trình bảo mật nội bộ
Hỗ trợ triển khai các chương trình nâng cao nhận thức về an ninh thông tin
Đảm bảo tuân thủ các tiêu chuẩn bảo mật nội bộ
2
Your skills & qualifications
Yêu cầu ưu tiên: 

Có kinh nghiệm về phân loại cấp độ an toàn hệ thống thông tin tại Việt Nam
Có kinh nghiệm làm việc với hệ thống tài chính hoặc nền tảng giao dịch
Có các chứng chỉ bảo mật như: CISSP, CISM, CEH hoặc Security+"
Kỹ sư Cầu nối BrSE,Software Development,DTS Software Viet Nam,Hà Nội,1.0,Japanese,"Business Analysis, System Design, Java, SQL, JavaScript",25.000.000 USD to 35.000.000 USD,https://topdev.vn/detail-jobs/ky-su-cau-noi-brse-dts-software-viet-nam-2100231?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Giao tiếp với khách hàng Nhật về tất cả các vấn đề liên quan đến dự án
Phân tích, trao đổi, xác nhận yêu cầu với khách hàng
Phân tích, viết tài liệu đặc tả, thiết kế hệ thống
Định hướng và hỗ trợ PL, PM trong quá trình triển khai
Được đào tạo bổ sung:
Tiếng Nhật: làm việc trực tiếp với người Nhật
Kỹ năng/Tech: OJT với PM nhiều kinh nghiệm
2
Your skills & qualifications
Tiếng Nhật N2 trở lên (có khả năng nghe nói giao tiếp tốt)
Có ≥1 năm kinh nghiệm trong lĩnh vực Tech, BrSE, hoặc 2 năm kinh nghiệm (ứng viên Non Tech)
Có kinh nghiệm phân tích yêu cầu, viết tài liệu, thiết kế
Có kiến thức: Backend Java, SQL (bắt buộc), Frontend JavaScript (lợi thế)"
System Engineer,Infrastructure,South Telecom,"Quận 3, Hồ Chí Minh",2.0,,"Linux, AWS, Azure, GCP, Security, Docker, Kubernetes",Negotiable,https://topdev.vn/detail-jobs/ky-su-he-thong-system-engineer-south-telecom-2097115?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Cài đặt, cấu hình và quản lý máy chủ vật lý/ảo (Windows Server, Linux, Unix)
Triển khai và vận hành ứng dụng trên môi trường Linux
Quản lý hệ thống lưu trữ, giải pháp sao lưu và phục hồi dữ liệu
Triển khai và vận hành môi trường ảo hóa (VMware) và dịch vụ cloud (AWS, Azure, GCP)
Thực hiện cập nhật, vá lỗi và tối ưu hóa hiệu suất hệ thống định kỳ
Quản lý tài khoản người dùng và kiểm soát quyền truy cập theo chính sách bảo mật
Phối hợp với các team DevOps, SOC, Network và ServiceDesk trong các dự án IT
2
Your skills & qualifications
Có kinh nghiệm quản trị hệ thống Linux chuyên sâu (cấu hình, xử lý sự cố, tối ưu hóa)
Có kinh nghiệm thực tế triển khai phần mềm/ứng dụng trên môi trường Linux
Có kiến thức về ảo hóa (VMware) và ít nhất một nền tảng cloud (AWS/Azure/GCP)
Có hiểu biết cơ bản về bảo mật hệ thống (firewall, kiểm soát truy cập, hardening)
Có khả năng khắc phục sự cố hệ thống và làm việc độc lập
Là lợi thế nếu có:
Kiến thức về container (Docker, Kubernetes)
Hiểu biết về hệ thống tổng đài VoIP (Asterisk, FreeSWITCH, Kamailio)"
Kỹ Sư Phát Triển Phần Mềm,Software Development,AZAPA ENGINEERING,Oversea,0.0,Japanese,"C/C++, Embedded / IoT",Up to 50.000.000 VND,https://topdev.vn/detail-jobs/ky-su-phat-trien-phan-mem-c-tieng-nhat-n3-azapa-engineering-2096145?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Sử dụng Matlab / Simulink, phát triển các thuật toán điều khiển / xử lý tín hiệu để triển khai trong các hệ thống
Sử dụng Matlab / Simulink, xây dựng mô hình hệ thống và chạy mô phỏng
Đánh giá vận hành của hệ thống và thực hiện cải tiến thiết kế
Theo code Matlab, tạo mã code C/C++ từ mô phỏng
Tạo tài liệu cần thiết cho thiết kế / phát triển ( tiếng Nhật)
REQUIREMENTS
Biết ngôn ngữ lập trình C
Tiếng nhật N3 trở lên
Sinh viên năm 3,4, sinh viên chuẩn bị ra trường
Phát triển phần mềm sử dụng Matlab / Simulink
Phát triển phần mềm cho các bộ phận trên xe (2 bánh, 4 bánh)
Phát triển phần mềm điều khiển quản lý pin hoặc là điều khiển động cơ
Kiến thức liên quan đến phần cứng
Có thể hiểu tài liệu hướng dẫn MPU (bộ vi xử lý)
Có khả năng làm cầu nối giữa Việt Nam và Nhật Bản
Có kinh nghiệm phát triển bộ điều khiển ô tô
Kinh nghiệm phát triển chức năng an toàn
Kỹ năng tạo hồ sơ thiết kế phần mềm (thiết kế kiến trúc, thiết kế chi tiết), kỹ năng xem xét, đánh giá kết quả lập trình."
Kỹ Sư Triển Khai,Infrastructure,UDATA,Hà Nội,1.0,English,"Embedded / IoT, Networking, Data Visualization",10.000.000 VND to 15.000.000 VND,https://topdev.vn/detail-jobs/ky-su-trien-khai-thu-nhap-tu-10-15-trieu-cong-ty-co-phan-udata-2096365?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Triển khai dự án:

Kết nối các thiết bị công nghiệp: sensor, biến tần, bộ điều khiển PLC/HMI thông qua các chuẩn truyền thông Modbus, OPC UA,… sử dụng gateway công nghiệp/Raspberry Pi.
Chỉ huy thi công, đấu nối hệ thống điện điều khiển, debug và tích hợp hệ thống tự động hóa.
Kết nối dữ liệu từ gateway lên phần mềm Udata; cấu hình dashboard, tạo biểu đồ, cảnh báo, báo cáo theo yêu cầu khách hàng.
Đào tạo khách hàng sử dụng phần mềm sau triển khai.
Tham gia triển khai các dự án IoT trong lĩnh vực năng lượng mặt trời và các hệ thống giám sát.
Kết nối truyền thông biến tần Solar các hãng thông dụng.
Viết báo cáo tiến độ, hoàn thành dự án đúng kế hoạch.
 

Hỗ trợ bán hàng:

Giới thiệu, demo sản phẩm phần mềm của công ty cho khách hàng.
Hỗ trợ phòng Kinh doanh xây dựng báo giá phần cứng và dịch vụ thi công, lắp đặt.
2
Your skills & qualifications
Tốt nghiệp Đại học chuyên ngành Điện – Điện tử, Tự động hóa (ưu tiên: Bách Khoa HN/HCM, Công Nghiệp, Công Nghệ Quốc Gia HN, Sư phạm Kỹ thuật HCM…).
Có 1-2 năm kinh nghiệm triển khai hệ thống tự động hóa/solar.
Thành thạo các chuẩn truyền thông công nghiệp: Modbus RTU/TCP, OPC UA…
Có hiểu biết về lập trình các dòng PLC Mitsubishi, Siemens.
Thành thạo đọc và vẽ bản vẽ điện động lực/điện điều khiển.
Hiểu biết hệ thống mạng thông tin (LAN, WAN).
Thành thạo công cụ văn phòng (Word, Excel, đặc biệt là PowerPoint).
Ưu tiên ứng viên trao đổi được bằng tiếng Anh; có khả năng đọc hiểu tài liệu kỹ thuật.
Có khả năng trình bày, thuyết trình trước khách hàng.
Kỹ năng làm việc nhóm, giải quyết vấn đề tốt.
Sẵn sàng đi công tác ngắn ngày (5–7 ngày) khi cần thiết."
